rank,image_id,image_path,CHAIRs,CHAIRi,hallucinated_pairs,hallucination_idxs,caption
94,406734,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000406734.jpg,1,0.2,bike->bicycle,11,"The image features a line of parked motorcycles, with the bikes lined up neatly next to each other on the sidewalk. There are thirteen motorcycles in total, ranging from smaller to larger models.   Aside from the motorcycles, several people are present"
95,138965,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000138965.jpg,1,0.2,dog->dog,46,"The scene features a pile of stuffed animals gathered around a book, listening intently as one of their members reads out loud. The book appears to be a children's book related to a character named Charlie, who is paired with a stuffed dog named Woteka.  There are several stuff"
96,114920,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000114920.jpg,1,0.16666666666666666,backpack->backpack,34,"The image captures a group of tourists riding on a small open train in a park-like setting. There are eight passengers on the train enjoying the experience, with some of them wearing backpacks. The train appears to be moving slow across the scene, allowing the passengers to take in the surr"
97,485307,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000485307.jpg,1,0.16666666666666666,tv->tv,54,"In the image, there is a young girl wearing a pink shirt, sitting on a couch in a living room. She is using a Wii remote controller in her lap, likely playing a video game. Another remote controller is placed on the couch, next to her.  A TV can"
98,22129,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000022129.jpg,1,0.16666666666666666,seat->chair,8,"There are two people in the scene, seated on a bushel bench, likely resting or enjoying each other's company. The bench is made of wood, and it is situated on the ground.   The main focus of the image is a small cat sitting near the people and the"
99,516408,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000516408.jpg,1,0.16666666666666666,table->dining table,26,"A white and black kitten is standing on the floor, attentively gazing up at a large flat-screen television mounted on the wall above the wooden table. The kitten appears curious and mesmerized by the moving images and sounds coming from the TV screen.  The television fills the majority of the"
100,230862,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000230862.jpg,1,0.16666666666666666,chair->chair,13,"In the image, a person is sitting on a brown bean bag chair and using a laptop that is placed on their lap. The laptop is held by the person with both hands, as they engage in their work or enjoy leisure activities. Two cords are sticking out from the laptop, probably for power"
101,465506,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000465506.jpg,1,0.14285714285714285,couch->couch,15,"The image features a cute cat sitting on a white blanket on top of a couch. The cat is surrounded by numerous remote controls, with various sizes and shapes. Some of the remotes are close to the cat's legs, while others are scattered in the background. The cat appears to be comfortable and"
102,257586,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000257586.jpg,1,0.14285714285714285,orange->orange,12,"The image depicts a train station with a white train with an orange stripe stopped at the platform. A train door is open, making it easy for passengers to board or disembark. A few passengers are visible near the train, likely waiting for their ride or having just arrived at the station."
103,522430,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000522430.jpg,1,0.14285714285714285,adult->person,40,"The image features a herd of cattle on a grass-covered field, grazing together. Two cows are sickle cows, standing on grass along with several other cows visible in the background.   The main cows appear to be adult cattle, one of them is facing directly towards the"
104,360849,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000360849.jpg,1,0.14285714285714285,orange->orange,12,"The image features a dinette with a wooden table adorned by an orange tablecloth. Raised-style leather dining chairs surround the table, providing comfortable seating arrangements. The table is set with plates and a vase of flowers, creating a pleasing atmosphere."
105,124979,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000124979.jpg,1,0.1111111111111111,cup->cup,48,"A man is lying on a concrete bench, possibly resting or sleeping. Behind the man, there are various items such as a suitcase and a backpack. A bicycle is prominently lying against the wall close to the man and the luggage, while a cup is placed on"
106,223241,/home/ciram25-liurp/dataset/coco/val2014/COCO_val2014_000000223241.jpg,1,0.09090909090909091,keyboard->keyboard,49,"The image depicts a man and a baby sitting on a couch, with the young man using a laptop in the background. It appears that the baby is cooing, indicating that the man is holding the child.  On the couch, there is also a keyboard located between the man and the"
